TOKEN	TOKEN_VECT	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_VECTHEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	HEAD_CHILDS_VECT	NER	COREFERENCE_CLUSTER	HEAD_VECT	
КТ	0.2860679626464844	93	-	-	-	-	-	nmod	результатам		inan	datv	masc	NOUN	0.13483173213899136	0.10900614658991496	0	0	0.4306280314922333	
опухоль	0.2891707718372345	93	inan	nomn	femn	-	NOUN	nsubj	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
за	0.6924828886985779	93	-	-	-	-	PREP	case	месяца		inan	gent	masc	NOUN	0.13483173213899136	0.4341098815202713	0	0	-0.024867109954357147	
4	0.17573687434196472	93	-	-	-	-	-	nummod:gov	месяца		inan	gent	masc	NOUN	0.13483173213899136	0.4341098815202713	0	0	-0.024867109954357147	
месяца	-0.024867109954357147	93	inan	gent	masc	-	NOUN	obl	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
не	-0.34785494208335876	93	-	-	-	-	PRCL	advmod	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
выросла	0.32468509674072266	93	-	-	femn	-	VERB	ROOT	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
хотя	0.08615066111087799	93	-	-	-	-	CONJ	mark	прошли		-	-	-	VERB	0.13483173213899136	0.17859286442399025	0	0	0.11759735643863678	
мы	0.5289822816848755	93	-	nomn	-	1per	NPRO	nsubj	прошли		-	-	-	VERB	0.13483173213899136	0.17859286442399025	0	0	0.11759735643863678	
толком	0.4470934569835663	93	-	-	-	-	ADVB	advmod	прошли		-	-	-	VERB	0.13483173213899136	0.17859286442399025	0	0	0.11759735643863678	
не	-0.34785494208335876	93	-	-	-	-	PRCL	advmod	прошли		-	-	-	VERB	0.13483173213899136	0.17859286442399025	0	0	0.11759735643863678	
прошли	0.11759735643863678	93	-	-	-	-	VERB	conj	выросла		-	-	femn	VERB	0.13483173213899136	-0.005977248506886619	0	0	0.32468509674072266	
ни	0.12359056621789932	93	-	-	-	-	PRCL	advmod	одного		-	gent	neut	ADJF	0.13483173213899136	0.12359056621789932	0	0	0.45649710297584534	
одного	0.45649710297584534	93	-	gent	neut	-	ADJF	nummod	курса		inan	gent	masc	NOUN	0.13483173213899136	0.45649710297584534	0	0	-0.07590704411268234	
курса	-0.07590704411268234	93	inan	gent	masc	-	NOUN	ROOT	курса		inan	gent	masc	NOUN	0.13483173213899136	0.45649710297584534	0	0	-0.07590704411268234	
Далее	0.17671352624893188	93	-	-	-	-	ADVB	advmod	назначена		-	-	femn	PRTS	-0.0830714600160718	-0.1398230823688209	0	0	0.16583891212940216	
была	-0.16042183339595795	93	-	-	femn	-	VERB	aux:pass	назначена		-	-	femn	PRTS	-0.0830714600160718	-0.1398230823688209	0	0	0.16583891212940216	
назначена	0.16583891212940216	93	-	-	femn	-	PRTS	ROOT	назначена		-	-	femn	PRTS	-0.0830714600160718	-0.1398230823688209	0	0	0.16583891212940216	
таблеточная	-0.10497534275054932	93	-	nomn	femn	-	ADJF	amod	химия		inan	nomn	femn	NOUN	-0.0830714600160718	-0.10497534275054932	0	0	-0.02340426854789257	
химия	-0.02340426854789257	93	inan	nomn	femn	-	NOUN	nsubj:pass	назначена		-	-	femn	PRTS	-0.0830714600160718	-0.1398230823688209	0	0	0.16583891212940216	
Капецитабин	-0.552179753780365	93	anim	nomn	masc	-	NOUN	nsubj:pass	назначена		-	-	femn	PRTS	-0.0830714600160718	-0.1398230823688209	мед	капецитабин	0.16583891212940216	
Пропили	-0.21306169033050537	93	-	-	-	-	VERB	ROOT	Пропили		-	-	-	VERB	0.3041151265303294	-0.0817783772945404	0	0	-0.1941782385110855	
без	0.4773683547973633	93	-	-	-	-	PREP	case	побочки		inan	gent	femn	NOUN	0.3041151265303294	0.838967502117157	0	0	0.4376600384712219	
единой	1.2005666494369507	93	-	gent	femn	-	ADJF	amod	побочки		inan	gent	femn	NOUN	0.3041151265303294	0.838967502117157	0	0	0.4376600384712219	
побочки	0.4376600384712219	93	inan	gent	femn	-	NOUN	obl	Пропили		-	-	-	VERB	0.3041151265303294	-0.0817783772945404	0	0	-0.1941782385110855	
полный	0.5233741998672485	93	-	nomn	masc	-	ADJF	amod	курс		inan	nomn	masc	NOUN	0.3041151265303294	0.5233741998672485	0	0	-0.6012167930603027	
курс	-0.6012167930603027	93	inan	nomn	masc	-	NOUN	obj	Пропили		-	-	-	VERB	0.3041151265303294	-0.0817783772945404	0	0	-0.1941782385110855	
Закончили	-0.10564578324556351	93	-	-	-	-	VERB	ROOT	Закончили		-	-	-	VERB	0.014592106570489705	0.15456684678792953	0	0	-0.34834232926368713	
его	0.009075403213500977	93	-	accs	masc	3per	NPRO	obj	Закончили		-	-	-	VERB	0.014592106570489705	0.15456684678792953	0	0	-0.34834232926368713	
в	0.28417888283729553	93	-	-	-	-	PREP	case	январе		inan	loct	masc	NOUN	0.014592106570489705	-0.13658060133457184	0	0	0.31026774644851685	
январе	0.31026774644851685	93	inan	loct	masc	-	NOUN	obl	Закончили		-	-	-	VERB	0.014592106570489705	0.15456684678792953	0	0	-0.34834232926368713	
2021	-0.5573400855064392	93	-	-	-	-	-	nmod	январе		inan	loct	masc	NOUN	0.014592106570489705	-0.13658060133457184	0	0	0.31026774644851685	
г	0.17375317215919495	93	inan	gent	masc	-	NOUN	obl	Закончили		-	-	-	VERB	0.014592106570489705	0.15456684678792953	0	0	-0.34834232926368713	
Мама	0.155511736869812	93	anim	nomn	femn	-	NOUN	nsubj	чувствовала		-	-	femn	VERB	0.014592106570489705	-0.031179778510704637	0	0	0.12517106533050537	
чувствовала	0.12517106533050537	93	-	-	femn	-	VERB	parataxis	Закончили		-	-	-	VERB	0.014592106570489705	0.15456684678792953	0	0	-0.34834232926368713	
себя	0.002326271729543805	93	-	accs	-	-	NPRO	obj	чувствовала		-	-	femn	VERB	0.014592106570489705	-0.031179778510704637	0	0	0.12517106533050537	
отлично	-0.2513773441314697	93	-	-	-	-	ADVB	advmod	чувствовала		-	-	femn	VERB	0.014592106570489705	-0.031179778510704637	0	0	0.12517106533050537	
Ничего	-0.5232163071632385	93	-	-	-	-	ADVB	obj	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
не	-0.34785494208335876	93	-	-	-	-	PRCL	advmod	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
беспокоило	0.07389224320650101	93	-	-	neut	-	VERB	ROOT	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
мы	0.5289822816848755	93	-	nomn	-	1per	NPRO	nsubj	гуляли		-	-	-	VERB	0.07278134822845458	0.5289822816848755	0	0	0.23168814182281494	
гуляли	0.23168814182281494	93	-	-	-	-	VERB	conj	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
каждый	0.31609395146369934	93	inan	accs	masc	-	ADJF	det	день		inan	accs	masc	NOUN	0.07278134822845458	0.31609395146369934	0	0	0.21857662498950958	
день	0.21857662498950958	93	inan	accs	masc	-	NOUN	obl	питалась		-	-	femn	VERB	0.07278134822845458	0.21857662498950958	0	0	0.1295638531446457	
питалась	0.1295638531446457	93	-	-	femn	-	VERB	conj	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
уже	0.12096890062093735	93	-	-	-	-	ADVB	advmod	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
полноценно	-0.02088126540184021	93	-	-	-	-	ADVB	advmod	беспокоило		-	-	neut	VERB	0.07278134822845458	-0.06828860317667325	0	0	0.07389224320650101	
По	-0.1448189616203308	93	-	-	-	-	PREP	case	завершению		inan	datv	neut	NOUN	0.18707006722688674	-0.11036300286650658	0	0	0.5592219233512878	
завершению	0.5592219233512878	93	inan	datv	neut	-	NOUN	obl	сделали		-	-	-	VERB	0.18707006722688674	0.4226449429988861	0	0	0.3107864558696747	
курса	-0.07590704411268234	93	inan	gent	masc	-	NOUN	nmod	завершению		inan	datv	neut	NOUN	0.18707006722688674	-0.11036300286650658	0	0	0.5592219233512878	
сделали	0.3107864558696747	93	-	-	-	-	VERB	ROOT	сделали		-	-	-	VERB	0.18707006722688674	0.4226449429988861	0	0	0.3107864558696747	
КТ	0.2860679626464844	93	-	-	-	-	-	iobj	сделали		-	-	-	VERB	0.18707006722688674	0.4226449429988861	0	0	0.3107864558696747	
И	-0.16761508584022522	93	-	-	-	-	CONJ	cc	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	0	0	0.32468509674072266	
к	-0.23654234409332275	93	-	-	-	-	PREP	case	ужасу		inan	datv	masc	NOUN	0.10496103235830863	-0.0748792216181755	0	0	0.03731036186218262	
нашему	0.08678390085697174	93	-	datv	neut	-	ADJF	det	ужасу		inan	datv	masc	NOUN	0.10496103235830863	-0.0748792216181755	0	0	0.03731036186218262	
ужасу	0.03731036186218262	93	inan	datv	masc	-	NOUN	obl	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	0	0	0.32468509674072266	
опухоль	0.2891707718372345	93	inan	nomn	femn	-	NOUN	nsubj	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	0	0	0.32468509674072266	
выросла	0.32468509674072266	93	-	-	femn	-	VERB	ROOT	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	0	0	0.32468509674072266	
на	-0.046334847807884216	93	-	-	-	-	PREP	case	Капецитабине		anim	loct	masc	NOUN	0.10496103235830863	-0.046334847807884216	0	0	-0.2357710748910904	
Капецитабине	-0.3346744179725647	93	anim	loct	masc	-	NOUN	obl	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	мед	капецитабин	0.32468509674072266	
почти	0.37003982067108154	93	-	-	-	-	ADVB	advmod	раза		inan	gent	masc	NOUN	0.10496103235830863	0.22233746387064457	0	0	0.2962906062602997	
в	0.28417888283729553	93	-	-	-	-	PREP	case	раза		inan	gent	masc	NOUN	0.10496103235830863	0.22233746387064457	0	0	0.2962906062602997	
2	0.012793688103556633	93	-	-	-	-	-	nummod:gov	раза		inan	gent	masc	NOUN	0.10496103235830863	0.22233746387064457	0	0	0.2962906062602997	
раза	0.2962906062602997	93	inan	gent	masc	-	NOUN	obl	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	0	0	0.32468509674072266	
за	0.6924828886985779	93	-	-	-	-	PREP	case	месяца		inan	gent	masc	NOUN	0.10496103235830863	0.6924828886985779	0	0	-0.024867109954357147	
3	-0.009286726824939251	93	-	-	-	-	-	discourse	за		-	-	-	PREP	0.10496103235830863	-0.009286726824939251	0	0	0.6924828886985779	
месяца	-0.024867109954357147	93	inan	gent	masc	-	NOUN	obl	выросла		-	-	femn	VERB	0.10496103235830863	0.015935854365428288	0	0	0.32468509674072266	
А	-0.466221421957016	93	-	-	-	-	CONJ	cc	оставалась		-	-	femn	VERB	0.1760945625603199	0.01485225409269333	0	0	0.4216553568840027	
на	-0.046334847807884216	93	-	-	-	-	PREP	case	капельницах		inan	loct	femn	NOUN	0.1760945625603199	0.19840461760759354	0	0	-0.12143503129482269	
неудавшихся	0.4431440830230713	93	-	gent	-	-	ADJF	amod	капельницах		inan	loct	femn	NOUN	0.1760945625603199	0.19840461760759354	0	0	-0.12143503129482269	
капельницах	-0.12143503129482269	93	inan	loct	femn	-	NOUN	obl	оставалась		-	-	femn	VERB	0.1760945625603199	0.01485225409269333	0	0	0.4216553568840027	
ранее	0.3903236985206604	93	-	-	-	-	ADVB	advmod	оставалась		-	-	femn	VERB	0.1760945625603199	0.01485225409269333	0	0	0.4216553568840027	
за	0.6924828886985779	93	-	-	-	-	PREP	case	месяца		inan	gent	masc	NOUN	0.1760945625603199	0.4341098815202713	0	0	-0.024867109954357147	
4	0.17573687434196472	93	-	-	-	-	-	nummod:gov	месяца		inan	gent	masc	NOUN	0.1760945625603199	0.4341098815202713	0	0	-0.024867109954357147	
месяца	-0.024867109954357147	93	inan	gent	masc	-	NOUN	obl	оставалась		-	-	femn	VERB	0.1760945625603199	0.01485225409269333	0	0	0.4216553568840027	
оставалась	0.4216553568840027	93	-	-	femn	-	VERB	ROOT	оставалась		-	-	femn	VERB	0.1760945625603199	0.01485225409269333	0	0	0.4216553568840027	
прежней	0.2964611351490021	93	-	ablt	femn	-	ADJF	xcomp	оставалась		-	-	femn	VERB	0.1760945625603199	0.01485225409269333	0	0	0.4216553568840027	
Районный	0.22980566322803497	93	-	nomn	masc	-	ADJF	amod	онколог		anim	nomn	masc	NOUN	0.17477934062480927	0.22980566322803497	0	0	-0.4105673134326935	
онколог	-0.4105673134326935	93	anim	nomn	masc	-	NOUN	nsubj	развел		-	-	masc	VERB	0.17477934062480927	0.08071057684719563	0	0	0.5754395127296448	
развел	0.5754395127296448	93	-	-	masc	-	VERB	ROOT	развел		-	-	masc	VERB	0.17477934062480927	0.08071057684719563	0	0	0.5754395127296448	
руками	0.7913908958435059	93	inan	ablt	femn	-	NOUN	iobj	развел		-	-	masc	VERB	0.17477934062480927	0.08071057684719563	0	0	0.5754395127296448	
сказав	-0.11165165901184082	93	-	-	-	-	GRND	obj	развел		-	-	masc	VERB	0.17477934062480927	0.08071057684719563	0	0	0.5754395127296448	
что	-0.33889976143836975	93	-	-	-	-	CONJ	mark	нет		-	-	-	PRED	0.17477934062480927	0.12843162789940835	0	0	0.3672216534614563	
лечения	0.8232638239860535	93	inan	gent	neut	-	NOUN	nsubj	нет		-	-	-	PRED	0.17477934062480927	0.12843162789940835	0	0	0.3672216534614563	
больше	0.2919161319732666	93	-	-	-	-	COMP	advmod	нет		-	-	-	PRED	0.17477934062480927	0.12843162789940835	0	0	0.3672216534614563	
нет	0.3672216534614563	93	-	-	-	-	PRED	ccomp	сказав		-	-	-	GRND	0.17477934062480927	0.3672216534614563	0	0	-0.11165165901184082	
согласно	0.023450184613466263	93	-	-	-	-	PREP	case	протоколам		inan	datv	masc	NOUN	0.17477934062480927	0.07720224745571613	0	0	0.0358620323240757	
протоколам	0.0358620323240757	93	inan	datv	masc	-	NOUN	obl	нет		-	-	-	PRED	0.17477934062480927	0.12843162789940835	0	0	0.3672216534614563	
которое	0.130954310297966	93	-	nomn	neut	-	ADJF	nmod	протоколам		inan	datv	masc	NOUN	0.17477934062480927	0.07720224745571613	0	0	0.0358620323240757	
мама	0.155511736869812	93	anim	nomn	femn	-	NOUN	nsubj	может		-	-	-	VERB	0.17477934062480927	0.3920846978823344	0	0	-0.16998408734798431	
может	-0.16998408734798431	93	-	-	-	3per	VERB	parataxis	нет		-	-	-	PRED	0.17477934062480927	0.12843162789940835	0	0	0.3672216534614563	
выдержать	0.5735481381416321	93	-	-	-	-	INFN	xcomp	может		-	-	-	VERB	0.17477934062480927	0.3920846978823344	0	0	-0.16998408734798431	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	отправил		-	-	masc	VERB	0.17477934062480927	0.228730209171772	0	0	0.4471942186355591	
отправил	0.4471942186355591	93	-	-	masc	-	VERB	conj	может		-	-	-	VERB	0.17477934062480927	0.3920846978823344	0	0	-0.16998408734798431	
нас	0.2662120759487152	93	-	gent	-	1per	NPRO	obj	отправил		-	-	masc	VERB	0.17477934062480927	0.228730209171772	0	0	0.4471942186355591	
на	-0.046334847807884216	93	-	-	-	-	PREP	case	консилиум		inan	nomn	masc	NOUN	0.17477934062480927	-0.046334847807884216	0	0	0.18424513936042786	
консилиум	0.18424513936042786	93	inan	nomn	masc	-	NOUN	obl	отправил		-	-	masc	VERB	0.17477934062480927	0.228730209171772	0	0	0.4471942186355591	
в	0.28417888283729553	93	-	-	-	-	PREP	case	больницу		inan	accs	femn	NOUN	0.17477934062480927	0.03955325484275818	0	0	0.6320787072181702	
40	-0.20507237315177917	93	-	-	-	-	-	nummod	больницу		inan	accs	femn	NOUN	0.17477934062480927	0.03955325484275818	0	0	0.6320787072181702	
больницу	0.6320787072181702	93	inan	accs	femn	-	NOUN	obl	отправил		-	-	masc	VERB	0.17477934062480927	0.228730209171772	0	0	0.4471942186355591	
на	-0.046334847807884216	93	-	-	-	-	PREP	case	ВДНХ		inan	loct	femn	NOUN	0.17477934062480927	-0.046334847807884216	0	0	-0.14024066925048828	
ВДНХ	0.053670383989810944	93	inan	loct	femn	-	NOUN	obl	развел		-	-	masc	VERB	0.17477934062480927	0.08071057684719563	0	0	0.5754395127296448	
А	-0.466221421957016	93	-	-	-	-	CONJ	cc	там		-	-	-	ADVB	0.03019789457321167	0.11285022646188736	0	0	-0.3004114329814911	
там	-0.3004114329814911	93	-	-	-	-	ADVB	ROOT	там		-	-	-	ADVB	0.03019789457321167	0.11285022646188736	0	0	-0.3004114329814911	
был	0.31634923815727234	93	-	-	masc	-	VERB	cop	там		-	-	-	ADVB	0.03019789457321167	0.11285022646188736	0	0	-0.3004114329814911	
просто	0.2785664200782776	93	-	-	-	-	PRCL	advmod	там		-	-	-	ADVB	0.03019789457321167	0.11285022646188736	0	0	-0.3004114329814911	
шок	0.3227066695690155	93	inan	accs	masc	-	NOUN	punct	там		-	-	-	ADVB	0.03019789457321167	0.11285022646188736	0	0	-0.3004114329814911	
Узнали	0.027357684448361397	93	-	-	-	-	VERB	ROOT	Узнали		-	-	-	VERB	0.0890118663332292	0.37041202187538147	0	0	0.2680572271347046	
диагноз	0.1509110927581787	93	inan	nomn	masc	-	NOUN	obj	Узнали		-	-	-	VERB	0.0890118663332292	0.37041202187538147	0	0	0.2680572271347046	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	возраст		inan	nomn	masc	NOUN	0.0890118663332292	-0.16761508584022522	0	0	-0.08843491226434708	
возраст	-0.08843491226434708	93	inan	nomn	masc	-	NOUN	conj	диагноз		inan	nomn	masc	NOUN	0.0890118663332292	-0.08843491226434708	0	0	0.1509110927581787	
и	-0.16761508584022522	93	-	-	-	-	CONJ	cc	отмахнулись		-	-	-	VERB	0.0890118663332292	-0.16761508584022522	0	0	0.5899129509925842	
отмахнулись	0.5899129509925842	93	-	-	-	-	VERB	conj	Узнали		-	-	-	VERB	0.0890118663332292	0.37041202187538147	0	0	0.2680572271347046	
просто	0.2785664200782776	93	-	-	-	-	PRCL	ROOT	просто		-	-	-	PRCL	0.0890118663332292	0.0	0	0	0.2785664200782776	
Сказали	-0.08540531992912292	93	-	-	-	-	VERB	ROOT	Сказали		-	-	-	VERB	-0.010465836152434349	-0.1753401756286621	0	0	-0.06984582543373108	
попробуйте	-0.1753401756286621	93	-	-	-	-	VERB	xcomp	Сказали		-	-	-	VERB	-0.010465836152434349	-0.1753401756286621	0	0	-0.06984582543373108	
вернуться	0.6106885075569153	93	-	-	-	-	INFN	xcomp	попробуйте		-	-	-	VERB	-0.010465836152434349	0.6106885075569153	0	0	-0.1753401756286621	
к	-0.23654234409332275	93	-	-	-	-	PREP	case	Абраксану		anim	accs	femn	NOUN	-0.010465836152434349	-0.23654234409332275	0	0	-0.1611187756061554	
Абраксану	-0.12975162267684937	93	anim	accs	femn	-	NOUN	obl	вернуться		-	-	-	INFN	-0.010465836152434349	0.0009602531790733337	мед	абраксан	0.6106885075569153	
с	-0.303444504737854	93	-	-	-	-	PREP	case	чего		-	gent	neut	NPRO	-0.010465836152434349	-0.303444504737854	0	0	0.13167212903499603	
чего	0.13167212903499603	93	-	gent	neut	-	NPRO	obl	вернуться		-	-	-	INFN	-0.010465836152434349	0.0009602531790733337	0	0	0.6106885075569153	
начинали	0.10439664125442505	93	-	-	-	-	VERB	ROOT	начинали		-	-	-	VERB	-0.010465836152434349	0.0	0	0	0.10439664125442505	
А	-0.466221421957016	93	-	-	-	-	CONJ	cc	отправляйтесь		-	-	-	VERB	0.044688704734047256	-0.034798231441527605	0	0	0.24732905626296997	
если	0.05227179825305939	93	-	-	-	-	CONJ	mark	пойдет		-	-	-	VERB	0.044688704734047256	0.0032944430907567344	0	0	-0.07186152786016464	
он	0.3054664731025696	93	-	nomn	masc	3per	NPRO	nsubj	пойдет		-	-	-	VERB	0.044688704734047256	0.0032944430907567344	0	абраксан	-0.07186152786016464	
