token	entity	coreference_cluster	1 – препарат, 2 – кандидат в анафоры
как			
иллюстрацию			
нередко			
встречающейся			
некомпетентности			
в			
вопросе			
о			
полинейролепсии			
vs			
монотерапия			
без			
цели			
как			
либо			
задеть			
ее			
лично			
но			
с			
четкой			
целью			
обратить			
ее			
внимание			
и			
заставить			
задуматься			
И			
Ира			
хотя			
и			
отреагировала			
отмазкой			
но			
у			
меня			
есть			
ощущение			
что			
она			
кое			
что			
поняла			
ляпсус			
свой			
осознала			
и			
выводы			
по			
поводу			
полинейролепсии			
сделала			
А			
вы			
полезли			
ее			
защищать			
под			
предлогом			
жизни			
в			
глубинке			
приносимой			
пользы			
и			
тому			
подобной			
чуши			
И			
заставляете			
меня			
обсуждать			
нет			
не			
ее			
лично			
а			
то			
является			
ли			
