TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER
антигистамин	72	inan	nomn	masc	-	NOUN	nsubj	аппетит	NOUN	inan	nomn	masc	NOUN	-0.6874188310466707	0	0
для	72	-	-	-	-	PREP	case	цели	NOUN	inan	gent	femn	NOUN	-0.6874188310466707	0	0
этой	72	-	gent	femn	-	ADJF	det	цели	NOUN	inan	gent	femn	NOUN	-0.6874188310466707	0	0
цели	72	inan	gent	femn	-	NOUN	nmod	антигистамин	NOUN	inan	nomn	masc	NOUN	-0.6874188310466707	0	0
аппетит	72	inan	nomn	masc	-	NOUN	obl	происходит	VERB	-	-	-	VERB	-0.6874188310466707	0	0
повышать	72	-	-	-	-	INFN	nmod	аппетит	NOUN	inan	nomn	masc	NOUN	-0.6874188310466707	0	0
Амитриптилин	72	anim	nomn	masc	-	NOUN	obj	повышать	INFN	-	-	-	INFN	-0.6874188310466707	мед	амитриптилин
тоже	72	-	-	-	-	PRCL	advmod	повышает	VERB	-	-	-	VERB	-0.6874188310466707	0	0
повышает	72	-	-	-	3per	VERB	conj	происходит	VERB	-	-	-	VERB	-0.6874188310466707	0	0
аппетит	72	inan	nomn	masc	-	NOUN	obj	повышает	VERB	-	-	-	VERB	-0.6874188310466707	0	0
Кто	73	-	nomn	masc	-	NPRO	nsubj	писал	VERB	-	-	masc	VERB	-1.1199872804184754	0	0
то	73	-	-	-	-	CONJ	mark	писал	VERB	-	-	masc	VERB	-1.1199872804184754	0	0
писал	73	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	-1.1199872804184754	0	0
что	73	-	-	-	-	CONJ	mark	вызывает	VERB	-	-	-	VERB	-1.1199872804184754	0	0
сексуальные	73	-	nomn	-	-	ADJF	amod	дисфункции	NOUN	inan	datv	femn	NOUN	-1.1199872804184754	0	0
дисфункции	73	inan	datv	femn	-	NOUN	nsubj	вызывает	VERB	-	-	-	VERB	-1.1199872804184754	0	0
не	73	-	-	-	-	PRCL	advmod	вызывает	VERB	-	-	-	VERB	-1.1199872804184754	0	0
вызывает	73	-	-	-	3per	VERB	ccomp	писал	VERB	-	-	masc	VERB	-1.1199872804184754	0	0
враньё	73	inan	nomn	neut	-	NOUN	punct	писал	VERB	-	-	masc	VERB	-1.1199872804184754	0	0
Самолично	73	-	-	-	-	ADVB	advmod	принимаю	VERB	-	-	-	VERB	-0.592681847801432	0	0
уже	73	-	-	-	-	ADVB	advmod	почти	ADVB	-	-	-	ADVB	-0.592681847801432	0	0
почти	73	-	-	-	-	ADVB	advmod	три	NUMR	inan	accs	-	NUMR	-0.592681847801432	0	0
три	73	inan	accs	-	-	NUMR	nummod:gov	года	NOUN	inan	gent	masc	NOUN	-0.592681847801432	0	0
года	73	inan	gent	masc	-	NOUN	obl	принимаю	VERB	-	-	-	VERB	-0.592681847801432	0	0
принимаю	73	-	-	-	1per	VERB	ROOT	принимаю	VERB	-	-	-	VERB	-0.592681847801432	0	0
сероквель	73	inan	gent	femn	-	NOUN	obj	принимаю	VERB	-	-	-	VERB	-0.592681847801432	мед	серковель
в	73	-	-	-	-	PREP	case	дозировке	NOUN	inan	datv	femn	NOUN	-0.592681847801432	0	0
супернизкой	73	-	ablt	femn	-	ADJF	amod	дозировке	NOUN	inan	datv	femn	NOUN	-0.592681847801432	0	0
дозировке	73	inan	datv	femn	-	NOUN	nmod	сероквель	NOUN	inan	gent	femn	NOUN	-0.592681847801432	0	0
100	73	-	-	-	-	-	nummod	мг	NOUN	inan	nomn	masc	NOUN	-0.592681847801432	0	0
мг	73	inan	nomn	masc	-	NOUN	nmod	дозировке	NOUN	inan	datv	femn	NOUN	-0.592681847801432	0	0
сут	73	inan	nomn	-	-	NOUN	nmod	мг	NOUN	inan	nomn	masc	NOUN	-0.592681847801432	0	0
клиторальным	73	-	ablt	masc	-	ADJF	amod	оргазмом	NOUN	inan	ablt	masc	NOUN	-0.592681847801432	0	0
оргазмом	73	inan	ablt	masc	-	NOUN	nmod	дозировке	NOUN	inan	datv	femn	NOUN	-0.592681847801432	0	0
почти	73	-	-	-	-	ADVB	advmod	не	PRCL	-	-	-	PRCL	-0.592681847801432	0	0
не	73	-	-	-	-	PRCL	advmod	пахнет	VERB	-	-	-	VERB	-0.592681847801432	0	0
пахнет	73	-	-	-	3per	VERB	conj	принимаю	VERB	-	-	-	VERB	-0.592681847801432	0	0
сильно	73	-	-	-	-	ADVB	advmod	снизилась	VERB	-	-	femn	VERB	-0.592681847801432	0	0
снизилась	73	-	-	femn	-	VERB	conj	принимаю	VERB	-	-	-	VERB	-0.592681847801432	0	0
чувствительность	73	inan	accs	femn	-	NOUN	nsubj	снизилась	VERB	-	-	femn	VERB	-0.592681847801432	0	0
вагинального	73	-	gent	masc	-	ADJF	nmod	чувствительность	NOUN	inan	accs	femn	NOUN	-0.592681847801432	0	0
и	73	-	-	-	-	CONJ	cc	подавно	ADVB	-	-	-	ADVB	-0.592681847801432	0	0
подавно	73	-	-	-	-	ADVB	conj	снизилась	VERB	-	-	femn	VERB	-0.592681847801432	0	0
нет	73	-	-	-	-	PRED	punct	принимаю	VERB	-	-	-	VERB	-0.592681847801432	0	0
Ладно	73	-	-	neut	-	ADJS	advmod	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
хоть	73	-	-	-	-	PRCL	advmod	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
либидо	73	inan	nomn	neut	-	NOUN	nsubj	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
не	73	-	-	-	-	PRCL	advmod	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
убивает	73	-	-	-	3per	VERB	ROOT	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
Насчёт	73	-	-	-	-	PREP	amod	пролактина	NOUN	inan	gent	masc	NOUN	-0.6895794728223015	0	0
пролактина	73	inan	gent	masc	-	NOUN	obj	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
не	73	-	-	-	-	PRCL	advmod	знаю	VERB	-	-	-	VERB	-0.6895794728223015	0	0
знаю	73	-	-	-	1per	VERB	conj	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
молоко	73	inan	nomn	neut	-	NOUN	obj	знаю	VERB	-	-	-	VERB	-0.6895794728223015	0	0
из	73	-	-	-	-	PREP	case	груди	NOUN	inan	gent	femn	NOUN	-0.6895794728223015	0	0
груди	73	inan	gent	femn	-	NOUN	obl	знаю	VERB	-	-	-	VERB	-0.6895794728223015	0	0
не	73	-	-	-	-	PRCL	advmod	бежит	VERB	-	-	-	VERB	-0.6895794728223015	0	0
бежит	73	-	-	-	3per	VERB	conj	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
цикл	73	inan	nomn	masc	-	NOUN	obj	бежит	VERB	-	-	-	VERB	-0.6895794728223015	0	0
в	73	-	-	-	-	PREP	case	порядке	NOUN	inan	loct	masc	NOUN	-0.6895794728223015	0	0
порядке	73	inan	loct	masc	-	NOUN	obl	убивает	VERB	-	-	-	VERB	-0.6895794728223015	0	0
Вес	73	inan	accs	masc	-	NOUN	nsubj	начала	NOUN	inan	gent	neut	NOUN	-0.4831299595260883	0	0
Сероквель	73	inan	gent	femn	-	NOUN	appos	Вес	NOUN	inan	accs	masc	NOUN	-0.4831299595260883	мед	серковель
начала	73	inan	gent	neut	-	NOUN	ROOT	начала	NOUN	inan	gent	neut	NOUN	-0.4831299595260883	0	0
принимать	73	-	-	-	-	INFN	xcomp	начала	NOUN	inan	gent	neut	NOUN	-0.4831299595260883	0	0
после	73	-	-	-	-	PREP	case	рисполепта	NOUN	inan	nomn	femn	NOUN	-0.4831299595260883	0	0
рисполепта	73	inan	nomn	femn	-	NOUN	obl	принимать	INFN	-	-	-	INFN	-0.4831299595260883	0	0
на	73	-	-	-	-	PREP	case	фоне	NOUN	inan	loct	masc	NOUN	-0.4831299595260883	0	0
фоне	73	inan	loct	masc	-	NOUN	obl	принимать	INFN	-	-	-	INFN	-0.4831299595260883	0	0
последнего	73	-	gent	neut	-	ADJF	nmod	фоне	NOUN	inan	loct	masc	NOUN	-0.4831299595260883	0	0
набрала	73	-	-	femn	-	VERB	conj	начала	NOUN	inan	gent	neut	NOUN	-0.4831299595260883	0	0
14	73	-	-	-	-	-	nummod	кг	NOUN	inan	gent	masc	NOUN	-0.4831299595260883	0	0
кг	73	inan	gent	masc	-	NOUN	obj	набрала	VERB	-	-	femn	VERB	-0.4831299595260883	0	0
после	73	-	-	-	-	PREP	case	сероквеля	GRND	-	-	-	GRND	-0.4831299595260883	0	0
сероквеля	73	-	-	-	-	GRND	obl	набрала	VERB	-	-	femn	VERB	-0.4831299595260883	мед	серковель
скинула	73	-	-	femn	-	VERB	conj	начала	NOUN	inan	gent	neut	NOUN	-0.4831299595260883	0	0
2	73	-	-	-	-	-	nummod:gov	килограмма	NOUN	inan	gent	masc	NOUN	-0.4831299595260883	0	0
килограмма	73	inan	gent	masc	-	NOUN	obj	начала	NOUN	inan	gent	neut	NOUN	-0.4831299595260883	0	0
Может	73	-	-	-	3per	VERB	ROOT	Может	VERB	-	-	-	VERB	-0.26130684912204744	0	0
и	73	-	-	-	-	CONJ	cc	влияет	VERB	-	-	-	VERB	-0.26130684912204744	0	0
влияет	73	-	-	-	3per	VERB	conj	Может	VERB	-	-	-	VERB	-0.26130684912204744	0	0
на	73	-	-	-	-	PREP	case	вес	NOUN	inan	accs	masc	NOUN	-0.26130684912204744	0	0
вес	73	inan	accs	masc	-	NOUN	obl	Может	VERB	-	-	-	VERB	-0.26130684912204744	0	0
Да	73	-	-	-	-	PRCL	cc	нейролептик	NOUN	inan	nomn	masc	NOUN	-0.8410121332854033	0	0
и	73	-	-	-	-	CONJ	fixed	Да	PRCL	-	-	-	PRCL	-0.8410121332854033	0	0
какой	73	-	loct	femn	-	ADJF	det	нейролептик	NOUN	inan	nomn	masc	NOUN	-0.8410121332854033	0	0
нейролептик	73	inan	nomn	masc	-	NOUN	nsubj	вызывает	VERB	-	-	-	VERB	-0.8410121332854033	0	0
тем	73	-	-	-	-	CONJ	obl	более	ADVB	-	-	-	ADVB	-0.8410121332854033	0	0
более	73	-	-	-	-	ADVB	advmod	атипичный	ADJF	-	nomn	masc	ADJF	-0.8410121332854033	0	0
атипичный	73	-	nomn	masc	-	ADJF	nsubj	вызывает	VERB	-	-	-	VERB	-0.8410121332854033	0	0
не	73	-	-	-	-	PRCL	advmod	вызывает	VERB	-	-	-	VERB	-0.8410121332854033	0	0
вызывает	73	-	-	-	3per	VERB	ROOT	вызывает	VERB	-	-	-	VERB	-0.8410121332854033	0	0
проблем	73	inan	gent	femn	-	NOUN	obj	вызывает	VERB	-	-	-	VERB	-0.8410121332854033	0	0
с	73	-	-	-	-	PREP	case	метаболизмом	NOUN	inan	ablt	masc	NOUN	-0.8410121332854033	0	0
метаболизмом	73	inan	ablt	masc	-	NOUN	obl	вызывает	VERB	-	-	-	VERB	-0.8410121332854033	0	0
Через	74	-	-	-	-	PREP	case	сколько	ADVB	-	-	-	ADVB	-0.6123890057206154	0	0
сколько	74	-	-	-	-	ADVB	obl	пройдет	VERB	-	-	-	VERB	-0.6123890057206154	0	0
пройдет	74	-	-	-	3per	VERB	ROOT	пройдет	VERB	-	-	-	VERB	-0.6123890057206154	0	0
сонливость	74	inan	nomn	femn	-	NOUN	nsubj	пройдет	VERB	-	-	-	VERB	-0.6123890057206154	0	0
от	74	-	-	-	-	PREP	case	сероквеля	GRND	-	-	-	GRND	-0.6123890057206154	0	0
сероквеля	74	-	-	-	-	GRND	obl	пройдет	VERB	-	-	-	VERB	-0.6123890057206154	мед	серковель
Только	74	-	-	-	-	ADVB	advmod	начала	NOUN	inan	gent	neut	NOUN	-1.243148962656657	0	0
начала	74	inan	gent	neut	-	NOUN	ROOT	начала	NOUN	inan	gent	neut	NOUN	-1.243148962656657	0	0
принимать	74	-	-	-	-	INFN	xcomp	начала	NOUN	inan	gent	neut	NOUN	-1.243148962656657	0	0
ЕлкаИголка	75	inan	nomn	femn	-	NOUN	nsubj	сказал	VERB	-	-	masc	VERB	-1.0346436005617892	0	0
сказал	75	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	-1.0346436005617892	0	0
а	75	-	-	-	-	CONJ	cc	пройдет	VERB	-	-	-	VERB	-1.0346436005617892	0	0
14	75	-	-	-	-	-	nummod	3	-	-	-	-	-	-1.0346436005617892	0	0
3	75	-	-	-	-	-	discourse	а	CONJ	-	-	-	CONJ	-1.0346436005617892	0	0
2008	75	-	-	-	-	-	flat	3	-	-	-	-	-	-1.0346436005617892	0	0
14	75	-	-	-	-	-	nummod	24	-	-	-	-	-	-1.0346436005617892	0	0
24	75	-	-	-	-	-	nummod	пройдет	VERB	-	-	-	VERB	-1.0346436005617892	0	0
Через	75	-	-	-	-	PREP	case	сколько	ADVB	-	-	-	ADVB	-1.0346436005617892	0	0
сколько	75	-	-	-	-	ADVB	nmod	24	-	-	-	-	-	-1.0346436005617892	0	0
пройдет	75	-	-	-	3per	VERB	conj	сказал	VERB	-	-	masc	VERB	-1.0346436005617892	0	0
сонливость	75	inan	nomn	femn	-	NOUN	nsubj	пройдет	VERB	-	-	-	VERB	-1.0346436005617892	0	0
от	75	-	-	-	-	PREP	case	сероквеля	GRND	-	-	-	GRND	-1.0346436005617892	0	0
сероквеля	75	-	-	-	-	GRND	obl	пройдет	VERB	-	-	-	VERB	-1.0346436005617892	мед	серковель
Только	75	-	-	-	-	ADVB	advmod	начала	NOUN	inan	gent	neut	NOUN	-1.1992171814199537	0	0
начала	75	inan	gent	neut	-	NOUN	ROOT	начала	NOUN	inan	gent	neut	NOUN	-1.1992171814199537	0	0
принимать	75	-	-	-	-	INFN	xcomp	начала	NOUN	inan	gent	neut	NOUN	-1.1992171814199537	0	0
ЁлкаИголка	75	inan	nomn	femn	-	NOUN	obj	принимать	INFN	-	-	-	INFN	-1.1992171814199537	0	0
да	75	-	-	-	-	PRCL	advmod	начала	NOUN	inan	gent	neut	NOUN	-1.1992171814199537	0	0
никогда	75	-	-	-	-	ADVB	discourse	да	PRCL	-	-	-	PRCL	-1.1992171814199537	0	0
не	75	-	-	-	-	PRCL	advmod	пройдёт	VERB	-	-	-	VERB	-1.1992171814199537	0	0
пройдёт	75	-	-	-	3per	VERB	punct	начала	NOUN	inan	gent	neut	NOUN	-1.1992171814199537	0	0
Это	76	-	-	-	-	PRCL	nsubj	побочка	NOUN	inan	nomn	femn	NOUN	-0.7463382016867399	0	0
постоянная	76	-	nomn	femn	-	ADJF	amod	побочка	NOUN	inan	nomn	femn	NOUN	-0.7463382016867399	0	0
побочка	76	inan	nomn	femn	-	NOUN	nsubj	назвал	VERB	-	-	masc	VERB	-0.7463382016867399	0	0
а	76	-	-	-	-	CONJ	cc	сероквель	NOUN	inan	gent	femn	NOUN	-0.7463382016867399	0	0
сероквель	76	inan	gent	femn	-	NOUN	conj	побочка	NOUN	inan	nomn	femn	NOUN	-0.7463382016867399	мед	серковель
один	76	-	nomn	masc	-	ADJF	nummod	вырубидолом	NOUN	anim	ablt	masc	NOUN	-0.7463382016867399	0	0
мой	76	-	nomn	masc	-	ADJF	det	знакомый	ADJF	-	nomn	masc	ADJF	-0.7463382016867399	0	0
знакомый	76	-	nomn	masc	-	ADJF	amod	вырубидолом	NOUN	anim	ablt	masc	NOUN	-0.7463382016867399	0	0
вырубидолом	76	anim	ablt	masc	-	NOUN	nmod	побочка	NOUN	inan	nomn	femn	NOUN	-0.7463382016867399	0	0
назвал	76	-	-	masc	-	VERB	ROOT	назвал	VERB	-	-	masc	VERB	-0.7463382016867399	0	0
На	76	-	-	-	-	PREP	case	желудок	NOUN	inan	nomn	masc	NOUN	-0.11680428800173104	0	0
голодный	76	-	nomn	masc	-	ADJF	amod	желудок	NOUN	inan	nomn	masc	NOUN	-0.11680428800173104	0	0
желудок	76	inan	nomn	masc	-	NOUN	obl	вырубает	VERB	-	-	-	VERB	-0.11680428800173104	0	0
вырубает	76	-	-	-	3per	VERB	ROOT	вырубает	VERB	-	-	-	VERB	-0.11680428800173104	0	0
минут	76	inan	gent	femn	-	NOUN	obj	вырубает	VERB	-	-	-	VERB	-0.11680428800173104	0	0
через	76	-	-	-	-	PREP	case	15	-	-	-	-	-	-0.11680428800173104	0	0
15	76	-	-	-	-	-	nummod	вырубает	VERB	-	-	-	VERB	-0.11680428800173104	0	0
влёгкую	76	-	-	-	-	ADVB	punct	вырубает	VERB	-	-	-	VERB	-0.11680428800173104	0	0
Зато	76	-	-	-	-	CONJ	cc	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
удобно	76	-	-	-	-	ADVB	advmod	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
сон	76	inan	nomn	masc	-	NOUN	nsubj:pass	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
регулируется	76	-	-	-	3per	VERB	ROOT	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
хочешь	76	-	-	-	2per	VERB	csubj:pass	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
потусить	76	-	-	-	-	INFN	xcomp	хочешь	VERB	-	-	-	VERB	-0.5460572231462911	0	0
подольше	76	-	-	-	-	COMP	advmod	потусить	INFN	-	-	-	INFN	-0.5460572231462911	0	0
просто	76	-	-	-	-	PRCL	advmod	не	PRCL	-	-	-	PRCL	-0.5460572231462911	0	0
не	76	-	-	-	-	PRCL	advmod	принимаешь	VERB	-	-	-	VERB	-0.5460572231462911	0	0
принимаешь	76	-	-	-	2per	VERB	conj	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
препарат	76	inan	nomn	masc	-	NOUN	obj	принимаешь	VERB	-	-	-	VERB	-0.5460572231462911	0	серковель
и	76	-	-	-	-	CONJ	cc	можно	PRED	-	-	-	PRED	-0.5460572231462911	0	0
можно	76	-	-	-	-	PRED	conj	принимаешь	VERB	-	-	-	VERB	-0.5460572231462911	0	0
около	76	-	-	-	-	PREP	case	суток	NOUN	inan	gent	-	NOUN	-0.5460572231462911	0	0
двух	76	-	gent	-	-	NUMR	nummod	суток	NOUN	inan	gent	-	NOUN	-0.5460572231462911	0	0
суток	76	inan	gent	-	-	NOUN	obl	спать	INFN	-	-	-	INFN	-0.5460572231462911	0	0
не	76	-	-	-	-	PRCL	advmod	спать	INFN	-	-	-	INFN	-0.5460572231462911	0	0
спать	76	-	-	-	-	INFN	csubj	можно	PRED	-	-	-	PRED	-0.5460572231462911	0	0
проверено	76	-	-	neut	-	PRTS	punct	регулируется	VERB	-	-	-	VERB	-0.5460572231462911	0	0
Правда	76	-	-	-	-	PRCL	ROOT	Правда	PRCL	-	-	-	PRCL	-0.9052572567015886	0	0
если	76	-	-	-	-	CONJ	mark	примешь	VERB	-	-	-	VERB	-0.9052572567015886	0	0
уж	76	-	-	-	-	ADVB	advmod	примешь	VERB	-	-	-	VERB	-0.9052572567015886	0	0
примешь	76	-	-	-	2per	VERB	discourse	Правда	PRCL	-	-	-	PRCL	-0.9052572567015886	0	0
то	76	-	-	-	-	CONJ	obj	примешь	VERB	-	-	-	VERB	-0.9052572567015886	0	0
меньше	76	-	-	-	-	COMP	advmod	часов	NOUN	inan	gent	masc	NOUN	-0.9052572567015886	0	0
9	76	-	-	-	-	-	nummod	часов	NOUN	inan	gent	masc	NOUN	-0.9052572567015886	0	0
часов	76	inan	gent	masc	-	NOUN	obl	примешь	VERB	-	-	-	VERB	-0.9052572567015886	0	0
точно	76	-	-	-	-	ADVB	advmod	не	PRCL	-	-	-	PRCL	-0.9052572567015886	0	0
не	76	-	-	-	-	PRCL	advmod	проспишь	VERB	-	-	-	VERB	-0.9052572567015886	0	0
проспишь	76	-	-	-	2per	VERB	ROOT	проспишь	VERB	-	-	-	VERB	-0.9052572567015886	0	0
Так	76	-	-	-	-	CONJ	mark	аккуратней	COMP	-	-	-	COMP	-0.5935272805185782	0	0
что	76	-	-	-	-	CONJ	fixed	Так	CONJ	-	-	-	CONJ	-0.5935272805185782	0	0
аккуратней	76	-	-	-	-	COMP	advcl	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
там	76	-	-	-	-	ADVB	advmod	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
И	76	-	-	-	-	CONJ	cc	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
с	76	-	-	-	-	PREP	case	алкоголем	NOUN	inan	ablt	masc	NOUN	-0.5935272805185782	0	0
алкоголем	76	inan	ablt	masc	-	NOUN	obl	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
не	76	-	-	-	-	PRCL	advmod	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
мешайте	76	-	-	-	-	VERB	ROOT	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
с	76	-	-	-	-	PREP	case	него	NPRO	-	gent	masc	NPRO	-0.5935272805185782	0	0
него	76	-	gent	masc	3per	NPRO	obl	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	серковель
продолжительность	76	inan	nomn	femn	-	NOUN	obj	мешайте	VERB	-	-	-	VERB	-0.5935272805185782	0	0
сна	76	inan	gent	masc	-	NOUN	nmod	продолжительность	NOUN	inan	nomn	femn	NOUN	-0.5935272805185782	0	0
процентов	76	inan	gent	masc	-	NOUN	nmod	сна	NOUN	inan	gent	masc	NOUN	-0.5935272805185782	0	0
на	76	-	-	-	-	PREP	case	миниму	NOUN	inan	datv	masc	NOUN	-0.5935272805185782	0	0
30	76	-	-	-	-	-	nummod	миниму	NOUN	inan	datv	masc	NOUN	-0.5935272805185782	0	0
миниму	76	inan	datv	masc	-	NOUN	nmod	сна	NOUN	inan	gent	masc	NOUN	-0.5935272805185782	0	0
увеличивается	76	-	-	-	3per	VERB	ROOT	увеличивается	VERB	-	-	-	VERB	-0.5935272805185782	0	0
Я	76	-	nomn	-	1per	NPRO	nsubj	делала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
так	76	-	-	-	-	CONJ	advmod	делала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
делала	76	-	-	femn	-	VERB	ROOT	делала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
пила	76	inan	nomn	femn	-	NOUN	obj	делала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
что	76	-	-	-	-	CONJ	mark	хотела	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
хотела	76	-	-	femn	-	VERB	ccomp	пила	NOUN	inan	nomn	femn	NOUN	-0.6690491058956831	0	0
но	76	-	-	-	-	CONJ	cc	принимала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
в	76	-	-	-	-	PREP	case	часов	NOUN	inan	gent	masc	NOUN	-0.6690491058956831	0	0
течение	76	inan	accs	neut	-	NOUN	fixed	в	PREP	-	-	-	PREP	-0.6690491058956831	0	0
ближайших	76	-	gent	-	-	ADJF	amod	нескольких	NUMR	-	gent	-	NUMR	-0.6690491058956831	0	0
нескольких	76	-	gent	-	-	NUMR	nummod	часов	NOUN	inan	gent	masc	NOUN	-0.6690491058956831	0	0
часов	76	inan	gent	masc	-	NOUN	obl	принимала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
таблетки	76	inan	accs	femn	-	NOUN	nsubj	принимала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
не	76	-	-	-	-	PRCL	advmod	принимала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
принимала	76	-	-	femn	-	VERB	conj	пила	NOUN	inan	nomn	femn	NOUN	-0.6690491058956831	0	0
чтоб	76	-	-	-	-	CONJ	mark	выветрился	VERB	-	-	masc	VERB	-0.6690491058956831	0	0
алкоголь	76	inan	nomn	masc	-	NOUN	nsubj	выветрился	VERB	-	-	masc	VERB	-0.6690491058956831	0	0
выветрился	76	-	-	masc	-	VERB	ccomp	делала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
и	76	-	-	-	-	CONJ	cc	спать	INFN	-	-	-	INFN	-0.6690491058956831	0	0
не	76	-	-	-	-	PRCL	advmod	спать	INFN	-	-	-	INFN	-0.6690491058956831	0	0
спать	76	-	-	-	-	INFN	conj	выветрился	VERB	-	-	masc	VERB	-0.6690491058956831	0	0
потом	76	-	-	-	-	ADVB	advmod	спать	INFN	-	-	-	INFN	-0.6690491058956831	0	0
по	76	-	-	-	-	PREP	case	часов	NOUN	inan	gent	masc	NOUN	-0.6690491058956831	0	0
20	76	-	-	-	-	-	nummod	часов	NOUN	inan	gent	masc	NOUN	-0.6690491058956831	0	0
часов	76	inan	gent	masc	-	NOUN	obl	делала	VERB	-	-	femn	VERB	-0.6690491058956831	0	0
Enotta	76	-	-	-	-	-	nsubj	сказал	VERB	-	-	masc	VERB	-1.1933006409269113	0	0
сказал	76	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	-1.1933006409269113	0	0
а	76	-	-	-	-	CONJ	cc	ЁлкаИголка	NOUN	inan	nomn	femn	NOUN	-1.1933006409269113	0	0
14	76	-	-	-	-	-	nummod	3	-	-	-	-	-	-1.1933006409269113	0	0
3	76	-	-	-	-	-	discourse	а	CONJ	-	-	-	CONJ	-1.1933006409269113	0	0
2008	76	-	-	-	-	-	flat	3	-	-	-	-	-	-1.1933006409269113	0	0
19	76	-	-	-	-	-	nummod	39	-	-	-	-	-	-1.1933006409269113	0	0
39	76	-	-	-	-	-	nummod	ЁлкаИголка	NOUN	inan	nomn	femn	NOUN	-1.1933006409269113	0	0
ЁлкаИголка	76	inan	nomn	femn	-	NOUN	obj	сказал	VERB	-	-	masc	VERB	-1.1933006409269113	0	0
да	76	-	-	-	-	PRCL	discourse	сказал	VERB	-	-	masc	VERB	-1.1933006409269113	0	0
никогда	76	-	-	-	-	ADVB	discourse	да	PRCL	-	-	-	PRCL	-1.1933006409269113	0	0
не	76	-	-	-	-	PRCL	advmod	пройдёт	VERB	-	-	-	VERB	-1.1933006409269113	0	0
пройдёт	76	-	-	-	3per	VERB	punct	сказал	VERB	-	-	masc	VERB	-1.1933006409269113	0	0
